2.000000000000000000e+02 -6.843824264874108110e+01 6.349800791690027313e-02 2.156341076352159825e-01 5.547321217299336915e-01
2.000200100000000134e+02 -6.946000043460485074e+01 5.952943855189630346e-02 2.178652953999456465e-01 5.290891989602285461e-01
2.000400199999999984e+02 -6.678979798323206296e+01 5.061970149697947452e-02 2.198850838575890088e-01 5.252987531749636618e-01
2.000600300000000118e+02 -6.764023126287020204e+01 6.202777913008606508e-02 2.226870323878484548e-01 5.331428265011003420e-01
2.000800399999999968e+02 -6.788031639227440905e+01 5.086684643874544304e-02 1.989538087704820768e-01 5.378601320369137406e-01
2.001000500000000102e+02 -6.842423212928574117e+01 6.188831902043036293e-02 2.050796756612303651e-01 5.322250529300452948e-01
2.001200599999999952e+02 -6.718500782938508564e+01 5.776231589416756795e-02 2.074513391693014741e-01 5.220006733425338608e-01
2.001400700000000086e+02 -6.817870295239757183e+01 6.609265525699936639e-02 2.120629166806904664e-01 5.353197807006513376e-01
2.001600799999999936e+02 -6.789489690309169134e+01 6.569978422547777253e-02 2.379273535686155239e-01 5.247065156156383026e-01
2.001800900000000070e+02 -6.825679996045131759e+01 6.791965179260676944e-02 2.372309765778507218e-01 5.141688882198487409e-01
2.002000999999999920e+02 -6.861867024667490966e+01 6.877713317684654160e-02 2.441777578960357686e-01 5.435673451018007141e-01
2.002201100000000054e+02 -6.686623960684642043e+01 6.769478981138037088e-02 2.088101115093737026e-01 5.420011456767764857e-01
2.002401199999999903e+02 -6.799788032827686379e+01 5.893329424732698246e-02 2.174831344485016471e-01 5.244152556016594691e-01
2.002601300000000037e+02 -6.737272722508183165e+01 5.597658048066755238e-02 1.959272020129602387e-01 5.143273917833875997e-01
2.002801399999999887e+02 -6.851308683363198782e+01 7.694144272173543408e-02 2.305851975507355878e-01 5.227737240504916061e-01
2.003001500000000021e+02 -6.697201715365117991e+01 8.211289772883814675e-02 2.191108079129173991e-01 5.225820731697522481e-01
2.003201599999999871e+02 -6.808522263957642906e+01 6.729140930812806121e-02 2.242960371751778204e-01 5.224053058907456304e-01
2.003401700000000005e+02 -6.655631520651330391e+01 8.208613523174257409e-02 2.323282585416105994e-01 5.160215947224133792e-01
2.003601800000000139e+02 -6.630846355605851272e+01 8.089825747321671701e-02 2.266815935678288818e-01 5.342114151633401420e-01
2.003801899999999989e+02 -6.631073635832365198e+01 7.057304859941844477e-02 2.303517405774634652e-01 5.180565728621411292e-01
2.004002000000000123e+02 -6.691575596540089066e+01 6.599967502637946182e-02 2.306602808323516274e-01 5.278099972611637325e-01
2.004202099999999973e+02 -6.721030650132550477e+01 8.537216174638723176e-02 2.185240290106916228e-01 5.150739123673807596e-01
2.004402200000000107e+02 -6.719889429536151226e+01 6.468642190833705230e-02 2.419188583365179945e-01 5.090267868533938644e-01
2.004602299999999957e+02 -6.675358105508045981e+01 6.565426087877229699e-02 2.414236528766216805e-01 5.323567952499793643e-01
2.004802400000000091e+02 -6.713413844841274170e+01 5.968125058953008266e-02 2.289872875866965363e-01 5.125273868084075923e-01
2.005002499999999941e+02 -6.493277713879896851e+01 7.499935809780912399e-02 2.332432351393916858e-01 5.022978847228746213e-01
2.005202600000000075e+02 -6.663276843624804258e+01 7.762295549806540185e-02 2.295231226710163219e-01 5.260124626717468388e-01
2.005402699999999925e+02 -6.814377915395903074e+01 8.806418705009329273e-02 2.300484574606604937e-01 5.124253269632815799e-01
2.005602800000000059e+02 -6.690014139348481592e+01 9.452169783768649136e-02 2.378526645638415205e-01 5.237856675318732780e-01
2.005802899999999909e+02 -6.616331521879953925e+01 7.498559037924858173e-02 2.395016265885026863e-01 5.122734146355377716e-01
2.006003000000000043e+02 -6.698633640334401207e+01 8.036678097299887469e-02 2.313859925764422676e-01 5.204532836767172821e-01
2.006203099999999893e+02 -6.570889991233727301e+01 7.395703011099297175e-02 2.389853072280876956e-01 5.256318089121104764e-01
2.006403200000000027e+02 -6.570157378088170219e+01 7.507226284059322075e-02 2.203017571976703393e-01 5.167332958268212595e-01
2.006603299999999876e+02 -6.580519747912315154e+01 9.199696775170367047e-02 2.475072440270152940e-01 5.146392053857451465e-01
2.006803400000000011e+02 -6.557258161442533151e+01 9.505869574241461450e-02 2.405604585892772707e-01 5.211905422836247137e-01
2.007003499999999860e+02 -6.701548615721839042e+01 6.887467826880562527e-02 2.258185219863692028e-01 5.116192406595375664e-01
2.007203599999999994e+02 -6.492252985468672932e+01 7.833413072638009678e-02 2.364761577735567943e-01 5.051220653342858302e-01
2.007403700000000129e+02 -6.361173037078354753e+01 8.898742923906925728e-02 2.324298476648661571e-01 5.248922112884807367e-01
2.007603799999999978e+02 -6.581975444703077471e+01 7.602670954967118144e-02 2.414228369702952071e-01 5.011401568711740806e-01
2.007803900000000112e+02 -6.619043631596338173e+01 8.289371909823420315e-02 2.454671974006032709e-01 5.046884781125220432e-01
2.008003999999999962e+02 -6.563111672236335892e+01 9.177641527375669794e-02 2.349841972650794641e-01 4.951443355970131521e-01
2.008204100000000096e+02 -6.481124134908725409e+01 6.903925962482139467e-02 2.409519288306006257e-01 5.162999004850298279e-01
2.008404199999999946e+02 -6.389083463577910038e+01 8.706684298063482874e-02 2.312164857819090091e-01 4.973807738250807242e-01
2.008604300000000080e+02 -6.354872534609101820e+01 6.719515386031382764e-02 2.546163586894211184e-01 5.098521935389103144e-01
2.008804399999999930e+02 -6.520586133452459876e+01 7.206140057375659547e-02 2.313330529425462467e-01 4.940897873305691301e-01
2.009004500000000064e+02 -6.548625411426444032e+01 9.583964618556743698e-02 2.443423196291048261e-01 5.018625584652044447e-01
2.009204599999999914e+02 -6.645619707589142422e+01 8.309803386700316541e-02 2.472037152944924487e-01 4.917156839987881778e-01
2.009404700000000048e+02 -6.510824751108374642e+01 9.999895990780183208e-02 2.588817094787036477e-01 5.064968994981492445e-01
2.009604799999999898e+02 -6.370046248592480964e+01 8.550072380554953055e-02 2.394327591882336737e-01 5.041101676963083422e-01
2.009804900000000032e+02 -6.423191023375790110e+01 8.668954323638312920e-02 2.353668894596343819e-01 5.056697453116807406e-01
2.010004999999999882e+02 -6.367325164304315877e+01 8.756490104314913758e-02 2.415536974140426729e-01 5.055210929598055181e-01
2.010205100000000016e+02 -6.462138555404743556e+01 9.508863600171335584e-02 2.564099068183831598e-01 4.906910067841755985e-01
2.010405199999999866e+02 -6.395977448530593534e+01 8.360599614697848680e-02 2.384777479569741010e-01 5.066530045288529793e-01
2.010605300000000000e+02 -6.191243137715606792e+01 9.679523706444066733e-02 2.529745879226359961e-01 4.916510850722156101e-01
2.010805400000000134e+02 -6.348927759471351351e+01 1.069469027716122012e-01 2.430589573840789830e-01 4.862597148221458054e-01
2.011005499999999984e+02 -6.431297607808394901e+01 1.035687276371902582e-01 2.499936318429157589e-01 4.880616839035963883e-01
2.011205600000000118e+02 -6.591361309782722344e+01 1.007779184709918230e-01 2.470145126434274419e-01 4.891042476323349542e-01
2.011405699999999968e+02 -6.522018198758641461e+01 9.957100828979850715e-02 2.541533419407633887e-01 5.091787076302950465e-01
2.011605800000000102e+02 -6.333267114663293285e+01 1.009772049470677169e-01 2.500155184943989584e-01 4.951093180769132740e-01
2.011805899999999951e+02 -6.586807907700899989e+01 9.525397171740312974e-02 2.476043879088420108e-01 4.959733148290074167e-01
2.012006000000000085e+02 -6.371112692265513999e+01 9.490666869174503584e-02 2.456670596236900095e-01 5.152605638965505053e-01
2.012206099999999935e+02 -6.589774854505351698e+01 1.003986812164254921e-01 2.395295113628614359e-01 4.998737463622929256e-01
2.012406200000000069e+02 -6.388442362849513501e+01 7.774180053106378996e-02 2.371142319823830447e-01 5.007266181725726906e-01
2.012606299999999919e+02 -6.277104984116861885e+01 8.981471394580727019e-02 2.479284529157380068e-01 4.982772355226964267e-01
2.012806400000000053e+02 -6.401133322823163496e+01 9.408776187276550462e-02 2.387710646776273760e-01 4.867764103288217403e-01
2.013006499999999903e+02 -6.589844212702124082e+01 8.108907495050203529e-02 2.495166613108959763e-01 5.192545664412312467e-01
2.013206600000000037e+02 -6.320184660401296384e+01 1.067147120174343489e-01 2.591408475092165653e-01 4.804121379487921173e-01
2.013406699999999887e+02 -6.557682645841201463e+01 9.272231218895855831e-02 2.651148007444829591e-01 4.968424556167808093e-01
2.013606800000000021e+02 -6.332504358258233168e+01 1.016431852815504328e-01 2.545760053880451457e-01 5.043036828804251526e-01
2.013806899999999871e+02 -6.290812159133821524e+01 9.189099000910040671e-02 2.310473665663265175e-01 5.001692508622820332e-01
2.014007000000000005e+02 -6.286476285647342621e+01 9.642159703380259739e-02 2.471875447265206027e-01 4.772990847858950558e-01
2.014207100000000139e+02 -6.211205135266531840e+01 1.088865606951252979e-01 2.492235530513350339e-01 5.140885775181258666e-01
2.014407199999999989e+02 -6.284787784479880202e+01 1.037874883539504078e-01 2.321554552946083760e-01 4.985228984940598407e-01
2.014607300000000123e+02 -6.276167971095950548e+01 1.066740580847740510e-01 2.418269521538924383e-01 4.929509027178133329e-01
