3.391274e+01 9.074198e-01 -1.023634e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.412408e+01 7.822808e-01 -9.657609e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.430430e+01 6.584682e-01 -9.117920e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.445373e+01 5.362116e-01 -8.616856e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.457276e+01 4.157260e-01 -8.153923e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.466184e+01 2.972117e-01 -7.728555e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.472149e+01 1.808547e-01 -7.340113e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.475227e+01 6.682605e-02 -6.987884e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.475481e+01 -4.471766e-02 -6.671084e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.472979e+01 -1.536344e-01 -6.388856e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.467795e+01 -2.597969e-01 -6.140268e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.459995e+01 -3.630680e-01 -5.924510e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.449632e+01 -4.632805e-01 -5.740889e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.436795e+01 -5.603110e-01 -5.588303e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.421574e+01 -6.540481e-01 -5.465636e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.404057e+01 -7.443920e-01 -5.371768e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.384333e+01 -8.312539e-01 -5.305574e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.362494e+01 -9.145559e-01 -5.265929e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.338628e+01 -9.942318e-01 -5.251702e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.312826e+01 -1.070226e+00 -5.261758e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.285179e+01 -1.142495e+00 -5.294962e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.255778e+01 -1.211005e+00 -5.350172e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.224714e+01 -1.275734e+00 -5.426244e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.192078e+01 -1.336672e+00 -5.522031e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.157963e+01 -1.393820e+00 -5.636381e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.122460e+01 -1.447188e+00 -5.768141e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.085661e+01 -1.496801e+00 -5.916153e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.047658e+01 -1.542682e+00 -6.079271e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
3.008540e+01 -1.584824e+00 -6.256368e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.968408e+01 -1.623261e+00 -6.446194e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.927359e+01 -1.658041e+00 -6.647520e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.885489e+01 -1.689212e+00 -6.859151e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.842890e+01 -1.716831e+00 -7.079923e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.799652e+01 -1.740958e+00 -7.308710e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.755863e+01 -1.761657e+00 -7.544416e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.711606e+01 -1.778997e+00 -7.785983e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.666964e+01 -1.793053e+00 -8.032383e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.622016e+01 -1.803903e+00 -8.282624e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.576838e+01 -1.811630e+00 -8.535749e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.531504e+01 -1.816322e+00 -8.790832e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.486085e+01 -1.818073e+00 -9.046984e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.440649e+01 -1.816980e+00 -9.303348e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.395261e+01 -1.813130e+00 -9.559104e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.349990e+01 -1.806611e+00 -9.813392e+00 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.304907e+01 -1.797540e+00 -1.006533e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.260078e+01 -1.786033e+00 -1.031407e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.215567e+01 -1.772206e+00 -1.055883e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.171433e+01 -1.756173e+00 -1.079886e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.127733e+01 -1.738047e+00 -1.103344e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.084519e+01 -1.717942e+00 -1.126193e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
2.041841e+01 -1.695968e+00 -1.148370e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.999743e+01 -1.672237e+00 -1.169818e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.958268e+01 -1.646859e+00 -1.190485e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.917454e+01 -1.619941e+00 -1.210324e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.877336e+01 -1.591592e+00 -1.229289e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.837944e+01 -1.561920e+00 -1.247342e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.799308e+01 -1.531029e+00 -1.264449e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.761449e+01 -1.499025e+00 -1.280579e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.724390e+01 -1.466012e+00 -1.295707e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.688160e+01 -1.432080e+00 -1.309795e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.652783e+01 -1.397337e+00 -1.322812e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.618280e+01 -1.361900e+00 -1.334733e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.584668e+01 -1.325880e+00 -1.345537e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.551960e+01 -1.289384e+00 -1.355205e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.520170e+01 -1.252517e+00 -1.363724e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.489305e+01 -1.215377e+00 -1.371081e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.459374e+01 -1.178059e+00 -1.377266e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.430381e+01 -1.140653e+00 -1.382276e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.402329e+01 -1.103245e+00 -1.386105e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.375216e+01 -1.065917e+00 -1.388756e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
1.349040e+01 -1.028747e+00 -1.390231e+01 5.000000e+00 7.970000e-02 6.898000e-01 6.272300e+00
