2.000000000000000000e+02 -6.425068190475442975e+01 1.197223564235032484e-01 2.705951721573392477e-01 5.172586653535476975e-01 -6.343579810799004548e+01 7.128162371452102797e-02 3.025465176466095030e-01 5.016958006531351266e-01 -6.275582900691664179e+01 1.065318946036354908e-01 2.853517468355290521e-01 5.139619468248679546e-01 -6.044606769495675280e+01 1.204718274514430809e-01 2.972898812371895239e-01 4.946979796821590614e-01
2.000200100000000134e+02 -6.372924680530321240e+01 1.013046841769298656e-01 2.594748487849830587e-01 5.022767283486280210e-01 -6.514496784854701161e+01 1.050910144682417335e-01 3.124328765739248781e-01 5.280621028768378578e-01 -6.206720034576463974e+01 1.290543561390293803e-01 2.960601223754098510e-01 4.975236129776889338e-01 -6.089697134748546858e+01 1.181622314368030724e-01 3.040923140707686434e-01 4.837797202824480891e-01
2.000400199999999984e+02 -6.369776775687792991e+01 1.168936349327994312e-01 2.823676488358001224e-01 5.054619971263131228e-01 -6.336240117181100828e+01 9.499593632178734981e-02 2.956388481312790528e-01 5.026216862965512400e-01 -6.251529498003819185e+01 1.418708959282495852e-01 2.923694472632270003e-01 4.852570689412487592e-01 -5.870333017958490984e+01 1.205361656729219966e-01 3.094918632572566386e-01 4.674867092098879406e-01
2.000600300000000118e+02 -6.379515649066288319e+01 1.285423848471139996e-01 2.686099006985084303e-01 4.992254996442042625e-01 -6.344660948267610934e+01 8.371577990428807903e-02 3.015361631172063794e-01 4.963357466302075194e-01 -6.202410878542021777e+01 1.180686460963682322e-01 2.935356057331376944e-01 5.044376440388884664e-01 -5.923022075223276772e+01 1.080919128496821147e-01 3.011646439345031512e-01 4.945335325319460962e-01
2.000800399999999968e+02 -6.286260627501065557e+01 1.193959336638350105e-01 2.698367250831764097e-01 5.130603642596964775e-01 -6.426485234748136577e+01 8.645637310721780711e-02 3.189712606779719350e-01 5.070553497186879310e-01 -6.510445618796643430e+01 1.266875817070967636e-01 2.888653901534454227e-01 5.047024118429669359e-01 -6.171403214943601512e+01 1.182644873957316711e-01 2.957924420233363771e-01 4.868524152199259492e-01
2.001000500000000102e+02 -6.408616248706142926e+01 1.326585420451505126e-01 2.754498807544201178e-01 5.135993403416289071e-01 -6.449178942702323525e+01 1.082398023172922580e-01 3.163166699937549620e-01 4.919249500209142423e-01 -6.091325441904596971e+01 1.352552163303781252e-01 2.931785009231783201e-01 5.035576876862083440e-01 -6.079836460680331811e+01 1.175890547251229878e-01 2.911130965348116550e-01 4.684175060451005179e-01
2.001200599999999952e+02 -6.309401164066018453e+01 1.114633548039613287e-01 2.781971302365141008e-01 4.964476015787867014e-01 -6.365806676029085764e+01 6.756885741244481047e-02 3.215529979240334679e-01 4.981248982746517839e-01 -6.086056108640838147e+01 1.498775280434542778e-01 2.912713558889846732e-01 4.947071301505731600e-01 -5.952699110948081795e+01 1.231347504979250773e-01 2.933665780973093717e-01 4.855750719757621625e-01
2.001400700000000086e+02 -6.281079252155940651e+01 1.175644279763941868e-01 2.803594544073801376e-01 5.097242028971551431e-01 -6.212201374870465287e+01 9.467221004227772962e-02 3.000164577308847558e-01 5.094999488263143306e-01 -6.058168610713193658e+01 1.468442519680014380e-01 2.759282714117640145e-01 4.992837026087703078e-01 -5.831690147573677763e+01 1.161712443321293170e-01 2.942739165457221584e-01 4.962517994909524943e-01
2.001600799999999936e+02 -6.125790541459597449e+01 1.426977298859496424e-01 2.783536752409255244e-01 4.974085706604436941e-01 -6.318142941695657555e+01 9.342231651433810513e-02 3.081003958498780282e-01 5.086089893287132346e-01 -6.073189523645419996e+01 1.313879220558747118e-01 2.829911334797325928e-01 5.141255569715318385e-01 -5.868138499800527086e+01 1.346906884573749741e-01 3.085793147519325097e-01 5.006970980141711713e-01
2.001800900000000070e+02 -6.162563663197909136e+01 1.311068448271405229e-01 2.540527580267498142e-01 5.217916127058671583e-01 -6.372846871385766576e+01 8.640472534000652460e-02 2.927578921689562019e-01 5.029034376087866409e-01 -6.107820785706565658e+01 1.201607516360075900e-01 2.906316310946042702e-01 5.085817062943374101e-01 -5.989208546464032423e+01 1.359882363802162597e-01 3.132525674162286999e-01 4.820177498707985952e-01
2.002000999999999920e+02 -6.360200915693953050e+01 1.184682649145213928e-01 2.723411586209385504e-01 4.964369404850277889e-01 -6.259053800193674988e+01 9.260486406829537831e-02 3.141602889813642219e-01 5.078247191722622400e-01 -6.057905217271055420e+01 1.285144895331769010e-01 2.872012648321720651e-01 4.904864330506395476e-01 -6.016277789649143415e+01 1.195828619980220664e-01 3.196645359333233349e-01 4.880766003144431653e-01
2.002201100000000054e+02 -6.334253035649348362e+01 1.339428469823118473e-01 3.003137969779912653e-01 5.039567831931802688e-01 -6.328893200645570971e+01 8.340403608923026291e-02 3.208078840493199801e-01 4.991330463843177134e-01 -6.143916357438192222e+01 1.237784039001485759e-01 2.976800758256873403e-01 5.057339770524885703e-01 -5.837198287575923672e+01 1.295748447294169936e-01 2.981825053678553994e-01 4.680997108083576053e-01
2.002401199999999903e+02 -6.445643399418398189e+01 1.396542339350940465e-01 2.734435384880205544e-01 5.092480961272909390e-01 -6.269972093052074058e+01 8.384358451864369621e-02 3.084645961544266735e-01 5.158709150491560536e-01 -6.079379685075022621e+01 1.372919514851629885e-01 2.977747359295144225e-01 4.928006684471046284e-01 -5.607231622271345373e+01 1.435269735774312161e-01 3.050857187028468975e-01 4.764619962655239904e-01
2.002601300000000037e+02 -6.360739276092783001e+01 1.215069521168476441e-01 2.759191232097757407e-01 4.947950794346731573e-01 -6.290280659186090872e+01 1.054152910990596159e-01 3.031602643120017704e-01 5.038046191217786518e-01 -6.161729176330680247e+01 1.164224729522061047e-01 3.000817165217273819e-01 4.863703268579456784e-01 -6.007444773996505205e+01 1.259025749916030112e-01 2.949748007186230314e-01 4.941822922858659095e-01
2.002801399999999887e+02 -6.238635047976268311e+01 1.372708613621917706e-01 2.762423048773105516e-01 5.185452414525594245e-01 -6.314597621099566993e+01 9.808477248025895823e-02 3.094569144375658998e-01 5.055597723506485286e-01 -6.180588290713522071e+01 1.382965086370665231e-01 2.914592954343966369e-01 4.989134346503126816e-01 -5.983664502688670694e+01 1.523676812032070671e-01 2.945486472914348730e-01 4.879706943534892760e-01
2.003001500000000021e+02 -6.293260411352537176e+01 1.294979202605069935e-01 2.870100815362068847e-01 4.919801160622684910e-01 -6.196894503161921364e+01 8.324761050608474322e-02 3.138183906238588006e-01 5.058875059105746308e-01 -6.057474604879482882e+01 1.388507004893359265e-01 2.865287011190513211e-01 4.877288677163322261e-01 -5.750634258608094740e+01 1.362271661020936220e-01 3.021987598690752397e-01 4.902291322929299699e-01
2.003201599999999871e+02 -6.271967529004398756e+01 1.198989038878052193e-01 2.721902193973813611e-01 5.019467199185027040e-01 -6.316832655382986417e+01 9.026357281942905264e-02 2.909473752569937122e-01 5.102593795184757752e-01 -6.131804249102462734e+01 1.506345171939641736e-01 2.890816668279250212e-01 4.848975709318487648e-01 -5.855787192191382218e+01 1.285907125469302748e-01 2.825530357837257034e-01 4.737441520572365228e-01
2.003401700000000005e+02 -6.233909542047104679e+01 1.363080270695091745e-01 2.686199190444782392e-01 5.080045275381753767e-01 -6.440159806110912655e+01 1.009095360828243665e-01 3.150734138322624500e-01 5.098761595169208904e-01 -6.166056582339788150e+01 1.316046226813502029e-01 2.921826792117477312e-01 5.036997659203645838e-01 -5.850728931161572177e+01 1.282025335303727531e-01 3.058165436579539653e-01 4.733535129171687061e-01
2.003601800000000139e+02 -6.228692832397026535e+01 1.262765644381587393e-01 2.804405806964580528e-01 5.351045203413381524e-01 -6.461456011434343338e+01 1.009986370631221486e-01 3.106264302059018600e-01 4.962779208479141668e-01 -6.017216234154496135e+01 1.385483613872892095e-01 2.836169150032893382e-01 5.042808731033816549e-01 -5.997271092560838923e+01 1.397168568369047403e-01 3.050894943607468379e-01 4.827566199881697107e-01
2.003801899999999989e+02 -6.144638599190306394e+01 1.265420007540659086e-01 2.703349469583312126e-01 4.979639414826840249e-01 -6.382482177139362989e+01 1.035788334573807395e-01 3.228654582655660077e-01 5.093196045178147724e-01 -6.261441501185881719e+01 1.498728631460729543e-01 2.774962453151934572e-01 4.865693124613676979e-01 -5.991985398245720518e+01 1.675931037809115232e-01 3.141248828181388286e-01 4.679050163327034828e-01
2.004002000000000123e+02 -6.095975803430076212e+01 1.225421504405062867e-01 2.597125942486680494e-01 5.068311172134138953e-01 -6.199413778758233917e+01 1.025981522609243635e-01 3.014153980577549685e-01 5.071154902288415034e-01 -6.130659684915033836e+01 1.562632683072096296e-01 2.788658199305984464e-01 5.073082456369062410e-01 -5.886820296549400666e+01 1.385818697706245328e-01 2.971720054604078953e-01 4.826120086290300870e-01
2.004202099999999973e+02 -6.180729380661113481e+01 1.332086119798178703e-01 2.872642284723554984e-01 5.031207248453591907e-01 -6.365190741134193786e+01 1.191869998172405132e-01 3.266798549728666123e-01 4.981491198549892196e-01 -5.965162710583474848e+01 1.372725234751026036e-01 2.855328128686663858e-01 5.044711789958427062e-01 -5.837562844238263438e+01 1.442591168281412983e-01 2.987140180281971369e-01 4.833121425512651448e-01
2.004402200000000107e+02 -6.258882310125223825e+01 1.563974632115053831e-01 2.826410900675356830e-01 5.157906417101292273e-01 -6.151857315123680081e+01 1.245930250058254335e-01 3.165646178851580506e-01 5.058030114055342974e-01 -6.054480951024753921e+01 1.455020481213813166e-01 2.827975452205455653e-01 5.038346787141930738e-01 -5.947856383015947301e+01 1.217760848950892733e-01 3.031736773684904906e-01 4.749895423323121646e-01
2.004602299999999957e+02 -6.168672630142322078e+01 1.344592450233776937e-01 2.798733081365858966e-01 5.044528359741223822e-01 -6.221344898912408183e+01 8.588391153758116736e-02 3.203825113172590888e-01 4.979564970442059701e-01 -6.128527060004556404e+01 1.474457878459952132e-01 2.877049181494790719e-01 4.913331766611501172e-01 -5.832450157936504098e+01 1.402633372620284979e-01 2.936266637178434058e-01 4.807683730189603044e-01
2.004802400000000091e+02 -6.076192053289192074e+01 1.317675679594587368e-01 2.733267050734488057e-01 4.977443880488857664e-01 -6.379457639641139366e+01 9.634376175269324105e-02 3.083754807878819615e-01 4.879742471323132991e-01 -5.954331595603267857e+01 1.521096333543892898e-01 3.026738598368507449e-01 4.970054893616935310e-01 -5.888985151384994055e+01 1.457745340448576010e-01 3.046106298058164352e-01 4.800179193592126747e-01
2.005002499999999941e+02 -6.062756962136641192e+01 1.404144712463806233e-01 2.913793140783771385e-01 5.074815698108047224e-01 -6.019965182864819297e+01 1.276701045146890201e-01 3.159513651503771392e-01 5.062222959487275853e-01 -5.970568299857487204e+01 1.528762229173798726e-01 2.856168312370028217e-01 4.896748107679927964e-01 -5.630112991690278790e+01 1.315466863403176867e-01 2.881386002940753976e-01 4.871304162756333600e-01
2.005202600000000075e+02 -6.303760076264428847e+01 1.523373400528240384e-01 2.807033127103593095e-01 5.088189185085439936e-01 -6.138405435860730819e+01 9.671234231541717130e-02 3.192556208002098050e-01 5.159577980179783641e-01 -6.046254580427584813e+01 1.610962879537474468e-01 2.884183340214750424e-01 4.890877959374668738e-01 -5.875348980178714697e+01 1.635111038817706197e-01 3.075348656151428717e-01 4.839128771805337181e-01
2.005402699999999925e+02 -6.373570535433586315e+01 1.543947153948687090e-01 2.693447671598397375e-01 5.093842302292852509e-01 -6.294511429439524619e+01 9.706373191583241022e-02 3.126372822024947040e-01 5.069120610240746005e-01 -5.994166930419712713e+01 1.492841729206418888e-01 2.833614298340714210e-01 4.807080409894533002e-01 -5.712949531026944072e+01 1.503750653114148406e-01 3.083373363333308248e-01 4.794538505295560249e-01
2.005602800000000059e+02 -6.224097192609277585e+01 1.318726681692522495e-01 2.807057426428513081e-01 5.040781348813511142e-01 -6.154720809308098239e+01 9.854469604695606511e-02 3.170002610565549883e-01 4.952437340881611916e-01 -6.045517500671643063e+01 1.432027685057025712e-01 2.980415476219830939e-01 4.893430956934400333e-01 -5.870441793099698913e+01 1.487531339056189783e-01 3.010344692014034762e-01 4.682175719159550886e-01
2.005802899999999909e+02 -6.024681251066381549e+01 1.280846112859178876e-01 2.709674953843640433e-01 5.100827782007804068e-01 -6.104071061055052638e+01 1.059828936967264629e-01 3.074946102093434330e-01 4.982557309641394983e-01 -6.149041684781361283e+01 1.588421344954290826e-01 2.643848910582445311e-01 5.001825900756702303e-01 -5.684939277512663125e+01 1.594257470221889239e-01 3.041356687533603997e-01 4.665419681508258809e-01
2.006003000000000043e+02 -6.029480665024960473e+01 1.571043935202902642e-01 3.052507085728654590e-01 5.200542450985549126e-01 -6.284754542059159377e+01 1.039889852091895328e-01 3.169797990234546892e-01 4.960688956563222840e-01 -5.928086637609568754e+01 1.678228615050380568e-01 2.930103539532932233e-01 5.053102105374974728e-01 -5.766908839088385008e+01 1.766828302714416876e-01 3.053266237522856419e-01 4.810587532248312703e-01
2.006203099999999893e+02 -6.137976215277607395e+01 1.355957111548294070e-01 2.671762679555166886e-01 5.015573512939365264e-01 -6.310917776957384717e+01 1.260669163098911416e-01 3.139994539746076563e-01 5.068385611932952894e-01 -5.946082454552758634e+01 1.512855756386698447e-01 2.792457654688230151e-01 5.048569111788346886e-01 -5.585760662986550784e+01 1.605653929978547168e-01 3.019532990735085409e-01 4.709779003392991492e-01
