3.584107e+00 -4.677309e-01 -1.411886e+00 2.986056e+00 9.071630e+00 8.618960e+00
3.067475e+00 7.286582e-01 -5.169955e-01 4.145977e+00 8.871086e+00 8.851610e+00
2.430004e+00 -3.457391e-01 -6.107448e-01 2.864328e+00 9.385935e+00 8.369495e+00
1.254805e+00 -4.009743e-01 -7.523098e-01 3.192676e+00 9.709429e+00 8.058741e+00
2.526611e-01 -2.294537e-01 -2.639194e-01 3.281838e+00 8.491928e+00 7.181222e+00
5.746267e-01 -2.111978e+00 5.315133e-01 3.680357e+00 8.162382e+00 7.690215e+00
-9.910154e-01 -5.248015e-01 -3.031180e-01 3.185802e+00 8.893532e+00 8.158844e+00
-1.711813e+00 1.953154e-01 8.249100e-01 3.642841e+00 9.651059e+00 7.278954e+00
-2.370107e+00 1.032700e+00 6.840620e-01 3.896073e+00 8.615084e+00 8.568541e+00
-2.434783e+00 2.267539e+00 1.021121e+00 4.683806e+00 7.913973e+00 8.466887e+00
-2.623279e+00 2.102033e+00 1.539196e+00 3.614526e+00 7.802716e+00 8.163360e+00
-3.037725e+00 2.535671e+00 1.686123e+00 5.211313e+00 7.396126e+00 8.293167e+00
-3.003063e+00 3.605416e+00 2.608498e+00 5.021455e+00 6.244315e+00 8.397604e+00
-3.632941e+00 3.456284e+00 3.301599e+00 5.891042e+00 5.836811e+00 7.574621e+00
-3.356083e+00 3.453240e+00 3.873167e+00 5.546759e+00 5.451151e+00 8.586833e+00
-3.558048e+00 3.181868e+00 4.607003e+00 5.624340e+00 3.722540e+00 8.903228e+00
-2.888751e+00 2.759044e+00 6.189344e+00 4.979353e+00 2.632985e+00 7.710317e+00
-2.305272e+00 3.161609e+00 7.101204e+00 6.942566e+00 9.973284e-01 8.559163e+00
-2.833518e+00 2.859424e+00 7.197026e+00 5.031575e+00 1.062763e+00 8.026097e+00
-2.726180e+00 2.560632e+00 7.797071e+00 5.794256e+00 -3.467304e-01 8.024413e+00
-2.492507e+00 2.461460e+00 8.533600e+00 4.204157e+00 -2.661946e+00 7.982219e+00
-1.369135e+00 2.661986e+00 8.588675e+00 3.291900e+00 -1.734456e+00 7.863364e+00
-1.222891e+00 1.485805e+00 9.567764e+00 2.858381e+00 -3.454511e+00 8.116337e+00
-1.014788e+00 9.192226e-01 9.141621e+00 1.458519e+00 -2.551818e+00 7.504396e+00
