0.000000e+00 0.000000e+00
1.999867e-02 3.999733e-03
3.998933e-02 7.997867e-03
5.996401e-02 1.199280e-02
7.991469e-02 1.598294e-02
9.983342e-02 1.996668e-02
1.197122e-01 2.394244e-02
1.395431e-01 2.790862e-02
1.593182e-01 3.186364e-02
1.790296e-01 3.580591e-02
1.986693e-01 3.973387e-02
2.182296e-01 4.364592e-02
2.377026e-01 4.754053e-02
2.570806e-01 5.141611e-02
2.763556e-01 5.527113e-02
2.955202e-01 5.910404e-02
3.145666e-01 6.291331e-02
3.334871e-01 6.669742e-02
3.522742e-01 7.045485e-02
3.709205e-01 7.418409e-02
3.894183e-01 7.788367e-02
4.077605e-01 8.155209e-02
4.259395e-01 8.518789e-02
4.439481e-01 8.878962e-02
4.617792e-01 9.235584e-02
4.794255e-01 9.588511e-02
4.968801e-01 9.937603e-02
5.141360e-01 1.028272e-01
5.311862e-01 1.062372e-01
5.480239e-01 1.096048e-01
5.646425e-01 1.129285e-01
5.810352e-01 1.162070e-01
5.971954e-01 1.194391e-01
6.131169e-01 1.226234e-01
6.287930e-01 1.257586e-01
6.442177e-01 1.288435e-01
6.593847e-01 1.318769e-01
6.742879e-01 1.348576e-01
6.889214e-01 1.377843e-01
7.032794e-01 1.406559e-01
7.173561e-01 1.434712e-01
7.311458e-01 1.462292e-01
7.446431e-01 1.489286e-01
7.578426e-01 1.515685e-01
7.707389e-01 1.541478e-01
7.833269e-01 1.566654e-01
7.956016e-01 1.591203e-01
8.075581e-01 1.615116e-01
8.191916e-01 1.638383e-01
8.304974e-01 1.660995e-01
8.414710e-01 1.682942e-01
8.521080e-01 1.704216e-01
8.624042e-01 1.724808e-01
8.723555e-01 1.744711e-01
8.819578e-01 1.763916e-01
8.912074e-01 1.782415e-01
9.001004e-01 1.800201e-01
9.086335e-01 1.817267e-01
9.168031e-01 1.833606e-01
9.246060e-01 1.849212e-01
9.320391e-01 1.864078e-01
9.390994e-01 1.878199e-01
9.457840e-01 1.891568e-01
9.520903e-01 1.904181e-01
9.580159e-01 1.916032e-01
9.635582e-01 1.927116e-01
9.687151e-01 1.937430e-01
9.734845e-01 1.946969e-01
9.778646e-01 1.955729e-01
9.818535e-01 1.963707e-01
9.854497e-01 1.970899e-01
9.886518e-01 1.977304e-01
9.914583e-01 1.982917e-01
9.938684e-01 1.987737e-01
9.958808e-01 1.991762e-01
9.974950e-01 1.994990e-01
9.987101e-01 1.997420e-01
9.995258e-01 1.999052e-01
9.999417e-01 1.999883e-01
9.999576e-01 1.999915e-01
9.995736e-01 1.999147e-01
9.987897e-01 1.997579e-01
9.976064e-01 1.995213e-01
9.960240e-01 1.992048e-01
9.940432e-01 1.988086e-01
9.916648e-01 1.983330e-01
9.888898e-01 1.977780e-01
9.857192e-01 1.971438e-01
9.821543e-01 1.964309e-01
9.781966e-01 1.956393e-01
9.738476e-01 1.947695e-01
9.691091e-01 1.938218e-01
9.639830e-01 1.927966e-01
9.584713e-01 1.916943e-01
9.525762e-01 1.905152e-01
9.463001e-01 1.892600e-01
9.396455e-01 1.879291e-01
9.326150e-01 1.865230e-01
9.252115e-01 1.850423e-01
9.174380e-01 1.834876e-01
9.092974e-01 1.818595e-01
9.007932e-01 1.801586e-01
8.919287e-01 1.783857e-01
8.827074e-01 1.765415e-01
8.731330e-01 1.746266e-01
8.632094e-01 1.726419e-01
8.529405e-01 1.705881e-01
8.423304e-01 1.684661e-01
8.313835e-01 1.662767e-01
8.201039e-01 1.640208e-01
8.084964e-01 1.616993e-01
7.965655e-01 1.593131e-01
7.843159e-01 1.568632e-01
7.717527e-01 1.543505e-01
7.588807e-01 1.517761e-01
7.457052e-01 1.491410e-01
7.322314e-01 1.464463e-01
7.184648e-01 1.436930e-01
7.044108e-01 1.408822e-01
6.900750e-01 1.380150e-01
6.754632e-01 1.350926e-01
6.605812e-01 1.321162e-01
6.454350e-01 1.290870e-01
6.300306e-01 1.260061e-01
6.143743e-01 1.228749e-01
5.984721e-01 1.196944e-01
5.823306e-01 1.164661e-01
5.659562e-01 1.131912e-01
5.493554e-01 1.098711e-01
5.325349e-01 1.065070e-01
5.155014e-01 1.031003e-01
4.982616e-01 9.965233e-02
4.808226e-01 9.616452e-02
4.631913e-01 9.263825e-02
4.453746e-01 8.907493e-02
4.273799e-01 8.547598e-02
4.092142e-01 8.184283e-02
3.908848e-01 7.817696e-02
3.723990e-01 7.447981e-02
3.537643e-01 7.075287e-02
3.349882e-01 6.699763e-02
3.160780e-01 6.321559e-02
2.970414e-01 5.940827e-02
2.778859e-01 5.557719e-02
2.586193e-01 5.172387e-02
2.392493e-01 4.784987e-02
2.197836e-01 4.395672e-02
2.002300e-01 4.004600e-02
1.805963e-01 3.611925e-02
1.608903e-01 3.217806e-02
1.411200e-01 2.822400e-02
1.212933e-01 2.425865e-02
1.014180e-01 2.028360e-02
8.150215e-02 1.630043e-02
6.155372e-02 1.231074e-02
4.158066e-02 8.316132e-03
2.159098e-02 4.318195e-03
1.592653e-03 3.185306e-04
-1.840631e-02 -3.681261e-03
-3.839790e-02 -7.679581e-03
-5.837414e-02 -1.167483e-02
-7.832703e-02 -1.566541e-02
-9.824859e-02 -1.964972e-02
-1.181309e-01 -2.362617e-02
-1.379659e-01 -2.759317e-02
-1.577457e-01 -3.154914e-02
-1.774624e-01 -3.549248e-02
-1.971082e-01 -3.942163e-02
-2.166751e-01 -4.333502e-02
-2.361553e-01 -4.723106e-02
-2.555411e-01 -5.110822e-02
-2.748247e-01 -5.496493e-02
-2.939983e-01 -5.879966e-02
-3.130544e-01 -6.261087e-02
-3.319852e-01 -6.639704e-02
-3.507832e-01 -7.015665e-02
-3.694410e-01 -7.388819e-02
-3.879509e-01 -7.759018e-02
-4.063057e-01 -8.126114e-02
-4.244980e-01 -8.489959e-02
-4.425204e-01 -8.850409e-02
-4.603659e-01 -9.207318e-02
-4.780272e-01 -9.560545e-02
-4.954974e-01 -9.909947e-02
-5.127693e-01 -1.025539e-01
-5.298361e-01 -1.059672e-01
-5.466910e-01 -1.093382e-01
-5.633273e-01 -1.126655e-01
-5.797382e-01 -1.159476e-01
-5.959172e-01 -1.191834e-01
-6.118579e-01 -1.223716e-01
-6.275538e-01 -1.255108e-01
-6.429987e-01 -1.285997e-01
-6.581865e-01 -1.316373e-01
-6.731109e-01 -1.346222e-01
-6.877662e-01 -1.375532e-01
-7.021463e-01 -1.404293e-01
-7.162456e-01 -1.432491e-01
-7.300584e-01 -1.460117e-01
-7.435791e-01 -1.487158e-01
-7.568025e-01 -1.513605e-01
-7.697231e-01 -1.539446e-01
-7.823359e-01 -1.564672e-01
-7.946357e-01 -1.589271e-01
-8.066177e-01 -1.613235e-01
-8.182771e-01 -1.636554e-01
-8.296092e-01 -1.659218e-01
-8.406094e-01 -1.681219e-01
-8.512734e-01 -1.702547e-01
-8.615969e-01 -1.723194e-01
-8.715758e-01 -1.743152e-01
-8.812060e-01 -1.762412e-01
-8.904838e-01 -1.780968e-01
-8.994054e-01 -1.798811e-01
-9.079673e-01 -1.815935e-01
-9.161659e-01 -1.832332e-01
-9.239982e-01 -1.847996e-01
-9.314608e-01 -1.862922e-01
