3.968054763438964017e-01 4.243565235812180036e-01 1.141761481237916431e+00
4.001979984589554284e-01 4.033547616180981343e-01 1.070559626718903257e+00
4.021215294959322728e-01 3.675185137763003485e-01 1.015204391425198027e+00
4.057024133850033465e-01 3.801676918183016229e-01 9.671165121499516459e-01
3.702306743728095428e-01 3.057684206348706413e-01 9.747682264393724427e-01
3.188013171227783160e-01 2.453748253591482575e-01 9.539750078076082440e-01
2.866187304116224466e-01 1.769980534606649114e-01 1.007145099751250550e+00
2.235730074559412195e-01 1.240458946035426224e-01 1.105924837887464651e+00
1.672612768877003442e-01 1.197003087405643235e-01 1.247228346784117647e+00
1.653375713836645333e-01 2.215890108563922656e-01 1.369170856368319145e+00
2.165739525934828325e-01 3.331430771610905950e-01 1.368795637334378590e+00
2.865401430554929685e-01 4.149376738499810924e-01 1.349757319563934299e+00
3.428955441653059322e-01 4.386337404661354578e-01 1.255884848444256408e+00
3.901393986507968314e-01 4.701822461837014688e-01 1.194401461719717839e+00
4.114633274262284313e-01 4.572093835326255240e-01 1.071306670775917125e+00
4.278346189247230202e-01 4.429150923968210307e-01 1.028097674374882864e+00
4.229717708817723465e-01 3.997430802330207977e-01 9.560258295622340308e-01
4.052321913277280307e-01 3.737956075913692056e-01 9.309474903040747540e-01
3.837844918639394809e-01 3.051759185616987891e-01 9.020779351847121319e-01
3.349040385156007993e-01 2.512676501992537337e-01 9.113609824870383402e-01
2.785288422517765428e-01 1.643662157279933145e-01 9.768658979457665037e-01
2.138592417348950947e-01 8.386569466976875886e-02 1.084714698199038319e+00
1.720863597646983822e-01 1.099174977318094493e-01 1.264116317030453462e+00
1.658208106923479974e-01 2.124065695914197360e-01 1.392383855385586511e+00
1.975331983079829656e-01 3.362313388677439785e-01 1.393677414389815628e+00
2.921702801526849802e-01 4.629765970616507853e-01 1.326282413587466680e+00
3.541895425025326505e-01 4.989942726493191150e-01 1.241384187221837632e+00
4.169035124783914137e-01 4.815495532322051631e-01 1.144265171738958253e+00
4.451148048246182931e-01 4.633324648149615976e-01 1.073224838432168537e+00
4.529389020696654167e-01 4.523897151763771052e-01 9.979253617933124820e-01
4.483007853596105430e-01 4.381978179102991033e-01 9.563343684435909875e-01
4.478130272768908182e-01 4.251234431884007847e-01 9.148468684661427153e-01
4.175619208594248954e-01 3.719984044891236907e-01 8.840398048366964190e-01
3.960800459798518025e-01 3.167205304925769238e-01 8.501775159072624266e-01
3.467844162814147646e-01 2.107773701103248243e-01 8.531174947827502297e-01
2.913428748438760540e-01 1.329643012893326204e-01 9.163588501381010332e-01
2.059381029867276836e-01 7.310005514101058921e-02 1.054522098939339347e+00
1.296167055227163412e-01 5.729740136459273575e-02 1.298384806017129023e+00
1.435258981548810375e-01 2.019787363886153264e-01 1.441367870529488115e+00
1.979538718920602902e-01 3.839145108696618292e-01 1.433628819475649907e+00
3.115585589188923366e-01 5.135511038156025387e-01 1.356996127028514021e+00
3.766648046991029064e-01 5.405642011136444491e-01 1.240722344222937146e+00
4.155881895523393377e-01 5.042477867515386958e-01 1.141722543207778218e+00
4.668696979616165921e-01 5.105184500972307360e-01 1.063269998524552173e+00
4.955705318089756450e-01 5.148729417404264153e-01 1.013715116305436537e+00
4.975108104901192485e-01 5.133502369197495696e-01 9.585162894462359029e-01
4.952353596069412056e-01 4.986800801676475325e-01 8.866992115319579648e-01
5.132130852596196169e-01 5.158359394907588991e-01 8.569915694000218576e-01
5.223841992544236978e-01 5.302064709485498906e-01 7.794563884980683088e-01
5.210689598358728691e-01 5.257245315801636343e-01 7.552175884258849337e-01
4.974495000741842032e-01 5.399958011438648064e-01 7.098728551854536217e-01
5.241430165097206162e-01 5.460119709239951158e-01 7.093588928614228406e-01
5.626952823136448512e-01 5.651751497381034550e-01 6.691164594754669404e-01
5.690681387539051617e-01 6.555774563211798078e-01 6.797582068834657765e-01
6.349125518031091264e-01 7.460056416236863219e-01 6.768140369082941143e-01
6.972522270478080930e-01 8.995852343223236236e-01 7.637072714759701730e-01
8.117522794694022048e-01 1.069851908890828485e+00 9.582597471463394356e-01
8.975676321411955039e-01 1.052430721481816045e+00 1.294575825188412965e+00
9.385716938635351170e-01 8.411696143870882603e-01 1.571052560217151894e+00
8.298922943586516388e-01 5.080125224713618604e-01 1.545639551582899562e+00
6.717470418011179945e-01 3.741727833861334673e-01 1.405879642228952342e+00
5.430466854113900066e-01 3.547630818361592886e-01 1.248737130268914530e+00
4.683785253067952459e-01 3.592401200939740469e-01 1.189802717381098107e+00
4.344621290617854403e-01 3.713555265703891717e-01 1.089148645410979110e+00
3.942009174059769583e-01 3.394266575518935514e-01 1.058116509907990999e+00
3.749844228249143430e-01 3.122678737084504941e-01 1.005695460302584276e+00
3.741697108686793394e-01 2.699869466295896081e-01 1.002739101999428728e+00
3.163984883995888397e-01 2.207421645363628893e-01 1.030071819229222641e+00
2.788622385124809311e-01 1.601930870532470297e-01 1.072597149419321827e+00
2.227221755162253347e-01 1.452855282206123311e-01 1.164423632640585016e+00
2.023088003523733358e-01 1.842065897849930189e-01 1.270988271878460862e+00
1.927170266253923070e-01 2.809771621738122449e-01 1.345522791558085851e+00
2.614842290666790636e-01 3.643564963800781653e-01 1.332074107066622659e+00
2.962138906217872125e-01 4.184454784927010285e-01 1.266935692586620865e+00
3.597506151404686880e-01 4.141781832064956315e-01 1.206767084619024599e+00
3.782527397604363295e-01 4.105410554892713337e-01 1.124729429896795141e+00
4.039075060410352025e-01 4.183167629951357602e-01 1.060003817814004545e+00
3.820288330283744815e-01 3.665869366641962834e-01 1.025158501785710552e+00
3.770147346278848732e-01 3.335996964240410256e-01 9.827201215985403859e-01
3.436051836607124654e-01 2.916250148115852037e-01 9.758998598777273159e-01
2.935974797812374026e-01 2.483232127223794772e-01 9.865804793160346531e-01
2.663247946775615382e-01 1.883401988382770731e-01 1.038511229710233907e+00
2.223610314482376005e-01 1.127183683603136394e-01 1.141641062820853536e+00
1.840727853792682167e-01 1.382602073490915018e-01 1.248628976875317820e+00
2.002366736939313052e-01 2.359814320438346491e-01 1.363940793688815045e+00
2.141913969983739174e-01 3.281420836515455131e-01 1.351796622626606048e+00
2.708618918396629160e-01 4.314511605308032349e-01 1.312324385055819054e+00
3.633210348132092093e-01 4.326741799155918722e-01 1.217161932698044291e+00
3.843108611907162242e-01 4.559090805847855199e-01 1.138946911937058104e+00
4.251433782035509701e-01 4.344994336144877844e-01 1.084308048384780010e+00
4.240613686982112052e-01 4.145094011922202393e-01 1.007464501689333769e+00
4.091006662669885441e-01 3.642287095819819465e-01 9.485552979539300100e-01
3.718394117226342388e-01 3.190652286887544209e-01 9.537851501277072597e-01
3.354816728000621917e-01 2.702417557964381101e-01 9.444367673661563378e-01
2.961735166012405829e-01 1.803750025578572669e-01 9.732855567112064232e-01
2.476060106496376090e-01 1.124046120193627346e-01 1.069468449657299258e+00
1.829073454543282684e-01 1.059240642561920936e-01 1.205311688029477191e+00
1.731773727179568012e-01 1.675680231718070790e-01 1.326310409251727718e+00
1.998334934456486578e-01 2.768775795129146955e-01 1.392610869119486505e+00
2.616520837203560879e-01 3.979609136589010165e-01 1.348395221444566028e+00
3.224773679116090253e-01 4.541638591031461059e-01 1.254039354813464957e+00
3.810880990878022234e-01 4.840709006210007770e-01 1.196172755678482247e+00
4.094174950330427554e-01 4.465596597483877384e-01 1.109352381009888644e+00
4.251964162375257428e-01 4.341199255740246232e-01 1.023242743031633761e+00
